Tweet,Subject_of_tweet,Emotion
Apple puts up a pop up store for #SXSW folks - awesome marketing {link} now where their audience is....,Apple,1
Two thumbs up for #Popplet. Nice mind mapping app for the ipad and great for taking notes at #sxsw.,iPad or iPhone App,1
Apple sets up temporary Austin store to serve the hordes of iPad 2 purchasers at #sxsw {link},iPad,1
recommends using google voice to separate work from life #evolvingworkplace #sxsw,,1
wish I was with @mention listening to google's Marissa Mayer discuss new products including google hotpot - watch out yelp! #SXSW,Google,1
Good times with mashable  and the with google and the ACLU. Awesome #sxsw,Google,1
"Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",iPad or iPhone App,1
"#sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Other Google product or service,1
hey tweeps! {link} -- a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW,iPad or iPhone App,1
hey tweeps! a web industry party calendar u can put on ur iphone or ical &amp; keep track of what's goin on at #SXSW {link},iPad or iPhone App,1
So jealous! RT @mention Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!,Apple,1
Robot wars. Steampunk time machines. Mystery boxes of electronics. Awesome Austin tacos. Super Happy Dev House + Google win #sxsw.,Google,1
Hey Marissa Mayer. Please tell us something new. Not about products Google launched months ago. #sxsw,Google,0
"@mention saw a dude taking pictures with an iPad 2. Not gonna lie, it was seta amazing to see a &quot;camera&quot; w/ a screen that size. #sxsw",iPad,1
"@mention Saw you awesome educational iPhone music app tunehopper.  Good
Luck. #sxsw",iPad or iPhone App,1
Anyone else having issues with gmail and using google services? #SXSW.,Google,0
Anyone else having trouble synching your schedule with the android sxsw go app? #sxsw,Android App,0
Anyone else headed to Austin for #SXSW for the popup-store launch by Apple of the #iPad2 THIS Friday? Gonna miss @mention this year.,Apple,1
"#socialmuse only on #Android available, genius lookalike, no music listening #appcircus #sxsw",Android App,1
I still use Tweetie for Mac &amp; I'm running Leopard. I'll be a pariah at #SXSW! I wish I at least had an Android! SOMETHING TO MAKE ME COOL.,Android,1
Anyone else with an iPhone getting the &quot;could not activate cellular data network&quot; error message? Is this a warning of #sxsw things to come?,iPhone,0
"No surprise, consumerization of IT makes its way into conversation of cloud adoption - and Apple's UI influence on enterprise #cloud #sxsw",Apple,1
Even the security guard at the popup apple store in Austin loves the new iPad #sxsw  {link},iPad,1
I'm obsessed with this #sxsw go iphone app. Feckin genius. Crazy long list of sessions less scary.,iPad or iPhone App,1
Gonna go see about rockin the Google party like a boss. #sxsw,Google,1
Great to see banks/money startups recognizing the future relevance of corps like Apple and Google #bankinnovation #sxsw,,1
Syked to see Google's @mention talk about stuff.  #SXSW,Google,1
Great to see topics avoiding the sexy/hot iPad conversation and hit the heart and soul (accessibility and the developing world) #sxsw,,1
At #SXSW seeing a demo of #Google maps for mobile 5.2. 3D rotational viewing is very cool,Other Google product or service,1
Apple to sell iPads in &quot;pop-up&quot; Apple store at #SXSW {link},,1
Going to send my ipad on the mail before being to the office to finish @mention before #sxsw,,1
Great presentation on iPad Headaches. Great thinking on UX for the wundertablet. @mention #SXSW,iPad,1
Great presentation: Touching Stories: Designing Digital Magazines for the iPad {link} #sxsw,iPad,1
#Circles set to fail for being too complicated by June. RT @mention Google set to launch new social network #Circles today at #sxsw,Other Google product or service,0
Great  museum naive presentation Google Art Project . Funny but cool. #sxsw,Other Google product or service,1
"Wishful: Several semis filled with Apple's iPad2, each surrounded by tech geek masses. Grab a box &amp; bump pay. Synching and joy ensues. #SXSW",,1
Just finished taking photos in the #Google photobooth! You know I heart you! #SXSW (@mention Maggie Mae's w/ 101 others) {link},Google,1
Wow. You should see the line to buy iPad 2 @mention #sxsw,iPad,1
@mention Should: if you didn't get iPad 1. Shouldn't: iPad2 3G 64GB + cover + $100 = MacBook Air. #SXSW,iPad,0
ÛÏThe classiest fascist company in existenceÛ - Kara Swisher #sxsw #apple,Apple,0
Chris Messina from Google dropping knowledge about web identity. Coming to the Hyatt was the right move. #sxsw,Google,1
Great session by @mention on iPad design. Good UI insights. #tapworthy #HISXSW #SXSW,iPad,1
"Someone asks Leo about an iPad 2 at #SXSW, he says 'Email me, I'll send you one free'. O.o",,1
"Yeah I wasn't doing it, but I got couldn't resist. I am wearing blue jeans, black shirt, and sneakers standing in line for my new iPad #SXSW",,1
Forget disneyland... the apple pop-up store in austin is the happiest place on earth #SXSW,Apple,1
Great preso on ipad design by @mention I learned some stuff I can actually use now! #tapworthy #sxsw,iPad,1
Apple is so smart: The iPad 2 Takes Over #SXSW [video] {link} #sxswi,Apple,1
New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},iPad or iPhone App,1
iPad 2's sold out at temporary Apple store on Congress.  #sxsw,iPad,1
Spending some time this morning resetting my android phone.  First day of #sxsw was too much for it.,Android,0
"haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw",iPad or iPhone App,1
Just saw someone take a picture with an iPad 2 for the first time. Looks as ridiculous as you'd expect. #sxsw #sightings,iPad,0
"Every person I see with a ipad looks crazy ,looks like they have a 80's cell phone in their hand  #sxsw",iPad,0
First person to stop by our booth at SXSW &amp; show me their iPad 2 running one if our apps wins a free SnakeHeead Tee Shirt #SXSW,,1
"@mention Soon, in fact, at #SXSW you can play with it on an iPad (at our booth). Are you at the convention?",,1
@mention sounds good.I look forward to learning more.My quick google to learn more also produced: {link} #sxsw,Google,1
NERDS!!! Spazzmatics at the &quot;Party Like It's 1986&quot; party hosted by Google. {link} #sxsw,,1
"Both Foursquare and Twitter launched slick new iPhone apps this week, conveniently in time for tech fest #SXSW {link} ^RF",iPad or iPhone App,1
What a dissapointment!!! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (contÛ_,iPad or iPhone App,0
Google possibly  launching a social media service - again... #sxsw {link},Other Google product or service,0
&quot;Foosspotting&quot; Ap for iPhone looks pretty good.  There are some food guides for #SXSW that will be useful later.,iPad or iPhone App,1
In the past 15 minutes I won an iPad and literally bumped into @mention on the street. Thinking I should buy a lottery ticket. #sxsw,iPad,1
"Photo: Just installed the #SXSW iPhone app, which is really nice! {link}",iPad or iPhone App,1
Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,Google,0
"Video: cast of characters,  standing in line in Austin during #SXSW buying an #IPad 2 - {link}",iPad,1
"If you just think of all the people who have a stroke each year, your website needs to be iPad ready now. #POURsite #SXSW",iPad,1
Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle,Google,1
must.resist.Mac.temptation RT @mention Apple is opening up a temp store in downtown Austin for #SXSW   iPad 2 anyone?,Apple,1
"#SXSW: Mistakes Made Building @mention for iPhone (Plus, How to See Its Source Code!) {link}",iPhone,0
"#SXSW: Mistakes Made Building Netflix for iPhone (Plus, How to See Its Source Code!) {link} via @mention",iPad or iPhone App,0
"Opened yesterday. Line too long to wait in just to look. #SXSW #sxswi @mention Apple Store, SXSW {link}",Apple,0
At the vestibule of the temp-apple store (20 min wait) for iPad2 AT&amp;T 64g -- they've replenished the supply! #sxsw,iPad,1
#touchingstories giving us the background to STARTING. Great to hear after yesterday's presos on #uncertainty #iPad and/or #tablet #SXSW,,1
About to surprise a customer waiting in line at the Apple store in Austin for the #iPad 2 with an @mention ! #SXSW #cbatsxsw,iPad,1
is at #sxsw celebrating the Beauty of the Web at the #IE9 launch and giving away a free iPad2 to one lucky... {link},iPad,1
Great #sxsw ipad app from @mention {link},iPad or iPhone App,1
Apple #sxsw pop-store has iPads again. 16gb wifi and 64gb wifi &amp; wifi/ 3G.,iPad,1
"#qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,1
"OH at #sxsw. Oh, that's just an iPad 1, I thought he was #winning.",iPad,1
Yet the #SXSW #iPad Pop-up store was flawless. RT @mention Apple iPad 2 Launch: Poor Planning On AppleÛªs Part {link},Apple,0
#iPad2: #SXSW attendees queue at #Apple's pop-up #store for #iPad2 - Telegraph {link} via @mention,iPad,1
Massive #sxsw fail to run out of #iPad2 @mention Should have had a semi full parked out front! #justsayin {link},,0
I think #SXSW has taken it upon itself to make it clear to me that a Gen 1 iPhone ain't gonna cut it anymore.,,0
Yo this #SXSW iPhone app is illa-def! Go!,iPad or iPhone App,1
THE BIG #SXSW RUMOR: Google to launch ludicon based &quot;Circles&quot; facebook killer. Supposedly @mention already saw it and it's ossum.,Other Google product or service,1
Survive #SXSW with @mention Live Music App for iPhone and Android {link},iPad or iPhone App,1
"&quot;At SXSW, Apple schools the marketing experts&quot; {link} #sxsw",Apple,1
Only at #SxSW: &quot;My iPhone will tell me. You know what that means? #winning&quot; - @mention,iPhone,1
"ha, wow RT @mention Apple Opening Temporary iPad 2 Store to Handle #SXSW Demand {link}",Apple,1
Huzzah! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,1
Me too. RT @mention Love it. #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,1
Thx for RT @mention RT @mention Is it bad that I just want to go home and read my Google Reader feed? #geek #sxsw,,1
Woohoo! RT @mention @mention #hollergram app is killing it at #sxsw {link},iPad or iPhone App,1
"Woohoo! RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi",iPad,1
Woohoo! RT @mention The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW,iPad or iPhone App,1
"Friends at #sxsw, can you take some 360 views with 360 Panorama - {link} - so I feel like I'm there? I'll gift you the app =)!",,1
Spotted at #SXSW: Man in need of an iPad (2?) ÛÒ {link} #sxswi,iPad,1
Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,Other Google product or service,1
"Some great app interface examples - moma, target, flipboard, CNN, NBA courtside @mention iPad interfaces session #sxsw",iPad or iPhone App,1
new job at Apple? ÛÏ@mention Met the team that set up the #sxsw Apple store - set up whole place from nothing in 3 days. Great work!Û,Apple,1
You cannot be #winning at #SXSW without getting the new iPad. Just ask @mention #itwillbemine {link},iPad,1
"deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW {link}",iPad,1
Won a gift certificate to Apple at the Nonprofit Meetup! Hooray for nonprofits and Apple! #sxsw #iPad2time,Apple,1
"I can just feel the buzz!RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,1
Very smart from @mention #hollergram iPad app for #sxsw! {link} (may leave my vuvuzela at home now),iPad or iPhone App,1
My biggest frustration with #SXSW so far is no one looks where they're going because glued to iPhone.,iPhone,0
Arrived at Google and @mention #SXSW party. Awesome.,Google,1
#sxsw Just got a Samsung Focus (windows 7) phone at the android dev meetup. We're excited to try it out and build something.,Android,1
"Terms that have high resonance right now #sxsw: Marisa Mater, Google maps and places hotspot.",Other Google product or service,1
If I don't have my iPhone back by #SXSW idk what I'll do..follow the masses I guess..,iPhone,1
#sxsw just helped @mention charge her iPhone with my NewTrent IMP1000 battery pack. I love this thing! #unpaid #endorsement,iPhone,1
"Happy that I won an iPad 2 at #drupalcon, but wishing I had it in hand. Should I buy one and return it? #firstworldproblems #sxsw",iPad,1
